Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPprPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPprPtpg
315,Jacob Tamme,DEN,TE,29,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.9,14.9,116.3,7.79,2.1,37.3,38.9,27.9,,47,,2.33
316,Brenton Bersin,CAR,WR,24,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,21.3,13.9,161.1,11.62,1.1,36.3,37.1,27.6,,129,,2.27
317,Kyle Juszczyk,BAL,RB,23,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,19.0,182.0,9.58,1.0,39.0,44.2,29.7,,95,,2.44
318,Storm Johnson,JAX,RB,22,6,1.0,0.0,0.0,0.0,0.0,0.0,77.3,229.3,2.97,5.3,2.7,2.7,-10.7,-4.0,0.0,56.0,21.2,20.7,,96,,3.5
319,Peyton Hillis,NYG,RB,28,9,0.0,0.0,0.0,0.0,0.0,0.0,46.2,204.4,4.42,0.0,28.4,17.8,154.7,8.7,0.0,53.3,33.2,25.2,,94,,3.33
320,Mike Williams,BUF,WR,27,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,33.8,14.2,252.4,17.75,1.8,49.8,31.2,24.2,,130,,3.11
321,Marquess Wilson,CHI,WR,22,7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.1,38.9,320.0,8.24,2.3,84.6,40.0,28.5,,131,,5.29
322,Ted Ginn,ARI,WR,29,16,0.0,1.0,1.0,10.0,0.0,0.0,3.0,6.0,2.0,0.0,26.0,14.0,190.0,13.57,0.0,34.0,43.0,33.0,,132,,2.12
323,Adam Thielen,MIN,WR,24,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,8.0,137.0,17.13,1.0,28.0,30.7,23.7,,133,,1.75
324,Brandon Weeden,DAL,QB,31,5,1.0,76.8,131.2,969.6,9.6,6.4,19.2,-3.2,-0.17,0.0,0.0,0.0,0.0,,0.0,64.0,25.0,22.0,,48,,4.0
325,Ryan Mallett,HOU,QB,26,3,2.0,218.7,400.0,2133.3,10.7,10.7,32.0,-10.7,-0.33,0.0,0.0,0.0,0.0,,0.0,106.7,24.8,21.8,,49,,6.67
326,Tony Moeaki,SEA,TE,27,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,34.7,21.3,357.3,16.75,2.7,72.0,30.4,23.4,,48,,4.5
327,Christine Michael,SEA,RB,24,10,0.0,0.0,0.0,0.0,0.0,0.0,54.4,280.0,5.15,0.0,3.2,1.6,19.2,12.0,0.0,32.0,22.7,19.2,,98,,2.0
328,Joe McKnight,KAN,RB,26,2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,3.0,0.0,56.0,48.0,512.0,10.67,16.0,200.0,24.7,21.7,,97,,12.5
329,Brandon Myers,TAM,WR,29,14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.6,25.1,217.1,8.64,0.0,46.9,44.0,30.0,,134,,2.93
330,Crockett Gillmore,BAL,TE,23,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,10.7,129.1,12.1,1.1,29.9,31.1,23.1,,49,,1.87
331,James Casey,PHI,TE,30,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,59.0,19.67,2.0,21.0,20.9,19.4,,50,,1.31
332,Austin Pettis,2TM,WR,26,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.2,21.3,209.8,9.83,1.8,53.3,32.8,23.8,,135,,3.33
333,Ed Dickson,CAR,WR,27,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.0,10.0,115.0,11.5,1.0,28.0,30.5,22.5,,136,,1.75
334,Mike Tolbert,CAR,RB,29,8,6.0,0.0,0.0,0.0,0.0,0.0,74.0,156.0,2.11,0.0,34.0,24.0,186.0,7.75,0.0,58.0,29.1,23.1,,99,,3.62
335,John Kuhn,GNB,RB,32,16,2.0,0.0,0.0,0.0,0.0,0.0,24.0,85.0,3.54,1.0,4.0,4.0,23.0,5.75,0.0,21.0,20.8,18.8,,100,,1.31
336,Maurice Jones-Drew,OAK,RB,29,12,1.0,0.0,0.0,0.0,0.0,0.0,57.3,128.0,2.23,0.0,21.3,14.7,94.7,6.45,0.0,37.3,27.7,22.2,,101,,2.33
337,Matt Hasselbeck,IND,QB,39,4,0.0,120.0,176.0,1204.0,8.0,0.0,32.0,-44.0,-1.38,0.0,0.0,0.0,0.0,,0.0,68.0,20.9,16.9,,50,,4.25
338,Gary Barnidge,CLE,TE,29,13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,30.8,16.0,192.0,12.0,0.0,35.7,31.6,22.1,,51,,2.23
339,Jonathan Dwyer,ARI,RB,25,2,0.0,0.0,0.0,0.0,0.0,0.0,128.0,408.0,3.19,8.0,24.0,16.0,64.0,4.0,0.0,144.0,13.9,12.9,,102,,9.0
340,Brandon Bolden,NWE,RB,24,16,2.0,0.0,0.0,0.0,0.0,0.0,28.0,89.0,3.18,1.0,6.0,2.0,8.0,4.0,0.0,18.0,17.7,16.7,,103,,1.12
341,Michael Campanaro,BAL,WR,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,36.0,28.0,408.0,14.57,4.0,92.0,26.2,19.7,,137,,5.75
342,Josh Morgan,CHI,WR,29,14,7.0,0.0,0.0,0.0,0.0,0.0,2.3,34.3,15.0,0.0,21.7,11.4,80.0,7.0,1.1,29.7,26.0,21.0,,138,,1.86
343,Joe Morgan,NOR,WR,26,5,2.0,0.0,0.0,0.0,0.0,0.0,3.2,214.4,67.0,0.0,32.0,12.8,294.4,23.0,0.0,64.0,19.9,17.9,,139,,4.0
344,Dontrelle Inman,SDG,WR,25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,38.9,27.4,361.1,13.17,0.0,64.0,30.8,21.8,,140,,4.0
345,Donnie Avery,KAN,WR,30,6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.3,40.0,469.3,11.73,0.0,82.7,34.6,23.1,,141,,5.17
346,Jimmy Clausen,CHI,QB,27,4,1.0,104.0,192.0,892.0,8.0,4.0,12.0,36.0,3.0,0.0,0.0,0.0,0.0,,0.0,64.0,16.8,16.8,,51,,4.0
347,Joseph Fauria,DET,TE,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.4,13.7,169.1,12.33,2.3,48.0,21.4,18.4,,52,,3.0
348,Ryan Griffin,HOU,TE,24,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,10.0,91.0,9.1,1.0,25.0,25.1,20.1,,53,,1.56
349,Robert Hughes,ARI,RB,25,16,4.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,1.57,0.0,12.0,8.0,140.0,17.5,0.0,23.0,26.1,19.1,,104,,1.44
350,Joe Banyard,MIN,RB,26,15,0.0,0.0,0.0,0.0,0.0,0.0,22.4,93.9,4.19,0.0,11.7,9.6,66.1,6.89,0.0,25.6,24.0,19.5,,105,,1.6
351,Zurlon Tipton,IND,RB,24,6,0.0,0.0,0.0,0.0,0.0,0.0,26.7,48.0,1.8,0.0,16.0,16.0,181.3,11.33,2.7,56.0,20.6,17.6,,106,,3.5
352,T.J. Graham,NYJ,WR,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.7,4.0,116.0,29.0,1.3,24.0,17.7,16.2,,142,,1.5
353,Virgil Green,DEN,TE,26,13,9.0,0.0,0.0,0.0,0.0,0.0,2.5,3.7,1.5,0.0,7.4,7.4,91.1,12.33,1.2,24.6,19.7,16.7,,54,,1.54
354,Cory Harkey,STL,TE,24,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,8.0,55.0,6.88,1.0,22.0,21.5,17.5,,55,,1.38
355,Anthony Sherman,KAN,RB,26,16,6.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,14.0,10.0,71.0,7.1,1.0,24.0,23.9,18.9,,107,,1.5
356,Rod Streater,OAK,WR,26,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,69.3,48.0,448.0,9.33,5.3,122.7,23.4,18.9,,143,,7.67
357,Jamize Olawale,OAK,RB,25,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,5.0,18.0,3.6,2.0,19.0,18.8,16.3,,108,,1.19
358,Brian Tyms,NWE,WR,25,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,7.3,119.3,16.4,1.5,27.6,19.2,16.7,,144,,1.73
359,Rex Burkhead,CIN,RB,24,9,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,3.0,1.8,17.8,12.4,87.1,7.0,0.0,37.3,20.6,17.1,,109,,2.33
360,MarQueis Gray,2TM,TE,25,13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.5,11.1,164.9,14.89,0.0,27.1,25.4,17.9,,56,,1.69
361,Rob Housler,ARI,TE,26,15,7.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.0,0.0,18.1,9.6,137.6,14.33,0.0,23.5,25.0,17.5,,57,,1.47
362,Dennis Pitta,BAL,TE,29,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,112.0,85.3,666.7,7.81,0.0,154.7,31.5,20.5,,58,,9.67
363,Orleans Darkwa,2TM,RB,22,11,0.0,0.0,0.0,0.0,0.0,0.0,13.1,33.5,2.56,1.5,8.7,7.3,69.8,9.6,0.0,26.2,18.1,15.6,,110,,1.64
364,Marion Grice,ARI,RB,23,10,0.0,0.0,1.6,0.0,0.0,0.0,24.0,65.6,2.73,1.6,17.6,11.2,46.4,4.14,0.0,32.0,20.0,16.5,,111,,2.0
365,Matt Spaeth,PIT,WR,31,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.3,3.2,49.1,15.33,1.1,17.1,15.6,14.1,,145,,1.07
366,Chase Coffman,TEN,TE,28,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.2,7.4,78.8,10.67,1.2,22.2,18.4,15.4,,59,,1.38
367,Dante Rosario,CHI,TE,30,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,22.0,16.0,116.0,7.25,0.0,28.0,31.6,19.6,,60,,1.75
368,Patrick DiMarco,ATL,RB,25,16,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,9.0,62.0,6.89,1.0,21.0,21.2,16.7,,112,,1.31
369,Jed Collins,DET,RB,28,16,2.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,2.38,0.0,6.0,5.0,39.0,7.8,1.0,17.0,16.8,14.3,,113,,1.06
370,John Conner,NYJ,RB,27,12,3.0,0.0,0.0,0.0,0.0,0.0,8.0,26.7,3.33,0.0,4.0,2.7,46.7,17.5,1.3,18.7,13.5,12.5,,114,,1.17
371,James Wright,CIN,WR,23,11,0.0,0.0,0.0,0.0,0.0,0.0,4.4,43.6,10.0,0.0,23.3,7.3,132.4,18.2,0.0,24.7,17.1,14.6,,146,,1.55
372,Vincent Brown,OAK,WR,25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,27.4,269.7,9.83,0.0,54.9,26.8,17.8,,149,,3.43
373,Robert Herron,TAM,WR,22,8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,12.0,116.0,9.67,2.0,36.0,17.8,14.8,,148,,2.25
374,Logan Paulsen,WAS,WR,27,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,13.0,78.0,6.0,1.0,25.0,25.8,18.3,,147,,1.56
375,Santana Moss,WAS,WR,35,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,16.0,185.6,11.6,0.0,35.2,24.6,16.6,,150,,2.2
376,Christian Ponder,MIN,QB,26,2,1.0,176.0,352.0,1776.0,0.0,16.0,32.0,128.0,4.0,8.0,0.0,0.0,0.0,,0.0,96.0,14.5,14.5,,52,,6.0
377,Jimmy Garoppolo,NWE,QB,23,6,0.0,50.7,72.0,485.3,2.7,0.0,26.7,24.0,0.9,0.0,0.0,0.0,0.0,,0.0,32.0,12.2,12.2,,53,,2.0
378,Johnny Manziel,CLE,QB,22,5,2.0,57.6,112.0,560.0,0.0,6.4,28.8,92.8,3.22,3.2,0.0,0.0,0.0,,0.0,38.4,13.9,13.9,,54,,2.4
379,Adrien Robinson,NYG,TE,26,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,5.0,50.0,10.0,1.0,16.0,16.0,13.5,,61,,1.0
380,Derek Carrier,SFO,TE,24,11,1.0,0.0,0.0,0.0,0.0,0.0,1.5,2.9,2.0,0.0,20.4,13.1,152.7,11.67,0.0,29.1,22.7,15.2,,62,,1.82
381,Chris Ogbonnaya,2TM,RB,28,7,0.0,0.0,0.0,0.0,0.0,0.0,32.0,114.3,3.57,2.3,2.3,0.0,0.0,,0.0,25.1,11.0,11.0,,115,,1.57
382,Darrin Reaves,CAR,RB,21,6,1.0,0.0,0.0,0.0,0.0,0.0,82.7,208.0,2.52,0.0,21.3,13.3,82.7,6.2,0.0,42.7,15.9,13.4,,116,,2.67
383,Robert Meachem,NOR,WR,30,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,29.1,10.2,165.8,16.29,0.0,26.2,21.4,14.9,,151,,1.64
384,Ronnie Brown,2TM,RB,33,10,0.0,0.0,0.0,0.0,0.0,0.0,32.0,100.8,3.15,0.0,12.8,8.0,70.4,8.8,0.0,25.6,15.7,13.2,,117,,1.6
385,Corey Washington,NYG,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.1,5.7,59.4,10.4,1.1,18.3,16.2,13.7,,152,,1.14
386,Chris Gragg,BUF,WR,24,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,11.2,76.8,6.86,1.6,28.8,17.8,14.3,,154,,1.8
387,Junior Hemingway,KAN,WR,26,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.1,13.7,123.4,9.0,0.0,26.3,25.8,16.8,,153,,1.64
388,Jacoby Jones,BAL,WR,30,16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.33,0.0,18.0,9.0,131.0,14.56,0.0,20.0,30.7,21.2,,155,,1.25
389,Lee Smith,BUF,TE,27,14,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.1,8.0,48.0,6.0,1.1,19.4,17.2,13.7,,63,,1.21
390,Brian Leonhardt,OAK,TE,24,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.7,8.0,46.7,5.83,1.3,21.3,15.5,12.5,,64,,1.33
391,Chris Thompson,WAS,RB,24,2,0.0,0.0,0.0,0.0,0.0,0.0,24.0,96.0,4.0,0.0,56.0,48.0,216.0,4.5,8.0,128.0,15.9,12.9,,118,,8.0
392,Austin Johnson,NOR,RB,25,7,1.0,0.0,0.0,0.0,0.0,0.0,18.3,50.3,2.75,0.0,4.6,4.6,34.3,7.5,2.3,27.4,11.7,10.7,,120,,1.71
393,Jackie Battle,TEN,RB,31,16,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,1.8,1.0,5.0,5.0,28.0,5.6,0.0,15.0,14.7,12.2,,119,,0.94
394,Kevin Norwood,SEA,WR,25,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.8,16.0,181.3,11.33,0.0,33.8,22.2,14.7,,156,,2.11
395,Denarius Moore,OAK,WR,26,10,2.0,0.0,0.0,0.0,0.0,0.0,1.6,1.6,1.0,0.0,43.2,19.2,184.0,9.58,0.0,35.2,25.6,15.6,,157,,2.2
396,C.J. Fiedorowicz,HOU,TE,23,15,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.5,4.3,29.9,7.0,1.1,13.9,12.8,10.8,,65,,0.87
397,Ryan Hewitt,CIN,TE,23,16,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,86.0,8.6,0.0,19.0,18.6,13.6,,66,,1.19
398,Zach Sudfeld,NYJ,TE,25,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,5.0,85.0,17.0,0.0,14.0,13.5,11.0,,67,,0.88
399,Adrian Peterson,MIN,RB,29,1,1.0,0.0,0.0,0.0,0.0,0.0,336.0,1200.0,3.57,0.0,48.0,32.0,288.0,9.0,0.0,176.0,11.3,10.3,,121,,11.0
400,Cyrus Gray,KAN,RB,25,9,0.0,0.0,0.0,0.0,0.0,0.0,14.2,55.1,3.88,1.8,0.0,0.0,0.0,,0.0,16.0,9.1,9.1,,122,,1.0
401,Derrick Coleman,SEA,RB,24,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.4,6.4,92.8,14.5,3.2,35.2,10.9,9.9,,123,,2.2
402,Frank Summers,BUF,RB,29,10,6.0,0.0,0.0,0.0,0.0,0.0,9.6,27.2,2.83,1.6,12.8,8.0,14.4,1.8,0.0,22.4,13.6,11.1,,124,,1.4
403,A.J. Jenkins,KAN,WR,25,9,2.0,0.0,0.0,0.0,0.0,0.0,3.6,-3.6,-1.0,0.0,26.7,16.0,165.3,10.33,0.0,32.0,18.1,13.6,,158,,2.0
404,Josh Huff,PHI,WR,23,12,0.0,0.0,0.0,0.0,0.0,0.0,1.3,9.3,7.0,0.0,24.0,10.7,130.7,12.25,0.0,22.7,23.5,18.5,,160,,1.42
405,David Nelson,NYJ,WR,28,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.7,21.3,173.3,8.13,0.0,45.3,14.5,10.5,,159,,2.83
406,Zach Miller,SEA,TE,29,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,37.3,32.0,405.3,12.67,0.0,74.7,13.6,10.6,,69,,4.67
407,Nic Jacobs,JAX,TE,23,13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.7,2.5,19.7,8.0,1.2,12.3,9.6,8.6,,68,,0.77
408,Will Ta'ufo'ou,JAX,RB,28,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,7.0,81.0,11.57,0.0,15.0,15.1,11.6,,125,,0.94
409,Dane Sanzenbacher,CIN,WR,26,10,1.0,0.0,0.0,0.0,0.0,0.0,1.6,-1.6,-1.0,0.0,24.0,14.4,168.0,11.67,0.0,27.2,21.4,12.9,,161,,1.7
410,Dwayne Harris,DAL,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.75,0.0,12.0,7.0,116.0,16.57,0.0,15.0,20.3,11.8,,162,,0.94
411,DuJuan Harris,GNB,RB,26,15,0.0,0.0,0.0,0.0,0.0,0.0,17.1,68.3,4.0,0.0,2.1,1.1,11.7,11.0,0.0,9.6,8.5,8.0,,126,,0.6
412,Keshawn Martin,HOU,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,6.0,78.0,13.0,0.0,14.0,13.8,10.8,,163,,0.88
413,Chase Daniel,KAN,QB,28,3,1.0,85.3,149.3,837.3,0.0,0.0,21.3,80.0,3.75,0.0,0.0,0.0,0.0,,0.0,42.7,7.8,7.8,,55,,2.67
414,Darren Fells,ARI,TE,28,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.2,8.0,113.6,14.2,0.0,19.2,12.1,9.6,,70,,1.2
415,Brandon Pettigrew,DET,TE,29,14,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,17.1,11.4,80.0,7.0,0.0,19.4,17.0,12.0,,71,,1.21
416,George Winn,DET,RB,24,12,0.0,0.0,0.0,0.0,0.0,0.0,25.3,97.3,3.84,0.0,4.0,0.0,0.0,,0.0,9.3,7.3,7.3,,127,,0.58
417,Danny Woodhead,SDG,RB,29,3,0.0,0.0,0.0,0.0,0.0,0.0,80.0,202.7,2.53,0.0,32.0,26.7,181.3,6.8,0.0,64.0,12.2,9.7,,128,,4.0
418,Erik Lorig,NOR,RB,28,10,6.0,0.0,0.0,0.0,0.0,0.0,4.8,6.4,1.33,0.0,16.0,14.4,43.2,3.0,1.6,25.6,17.1,11.6,,129,,1.6
419,Cedric Peerman,CIN,RB,28,16,0.0,0.0,0.0,0.0,0.0,0.0,15.0,43.0,2.87,0.0,5.0,3.0,27.0,9.0,0.0,10.0,10.0,8.5,,130,,0.62
420,Justin Brown,PIT,WR,23,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,42.0,24.0,188.0,7.83,0.0,38.0,20.4,13.4,,164,,2.38
421,Greg Little,CIN,WR,25,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,32.0,16.0,184.0,11.5,0.0,34.7,12.9,9.9,,165,,2.17
422,Mike Brown,JAX,WR,25,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,22.4,281.6,12.57,0.0,44.8,14.8,10.3,,166,,2.8
423,Ryan Grant,WAS,WR,24,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,7.0,68.0,9.71,0.0,14.0,13.8,10.3,,167,,0.88
424,Santonio Holmes,CHI,WR,30,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.9,14.2,119.1,8.38,0.0,26.7,14.7,10.7,,168,,1.67
425,Logan Thomas,ARI,QB,23,2,0.0,8.0,72.0,648.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,56.0,7.2,7.2,,56,,3.5
426,Brandon Bostick,GNB,TE,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.9,2.5,3.7,1.5,1.2,9.8,8.3,7.3,,72,,0.62
