Rk,Name,Tm,FantPos,Age,G,GS,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Y/A,RushTD,Tgt,Rec,RecYds,Y/R,RecTD,FantPprPt,DKPt,FDPt,VBD,PosRank,OvRank,FantPprPtpg
427,Bear Pascoe,ATL,TE,28,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,1.5,1.0,8.0,8.3,7.3,,73,,0.5
428,John Phillips,SDG,TE,27,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,7.0,7.1,6.6,,75,,0.44
429,Michael Palmer,PIT,TE,26,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.1,1.1,1.1,1.0,1.1,7.5,7.1,6.6,,74,,0.47
430,James White,NWE,RB,22,3,0.0,0.0,0.0,0.0,0.0,0.0,48.0,202.7,4.22,0.0,26.7,26.7,122.7,4.6,0.0,58.7,11.1,8.6,,131,,3.67
431,Jorvorskie Lane,TAM,RB,27,9,4.0,0.0,0.0,0.0,0.0,0.0,5.3,103.1,19.33,0.0,1.8,1.8,5.3,3.0,0.0,12.4,7.1,6.6,,132,,0.78
432,Dri Archer,PIT,WR,23,12,0.0,0.0,0.0,0.0,0.0,0.0,13.3,53.3,4.0,0.0,13.3,9.3,30.7,3.29,0.0,17.3,13.3,9.8,,169,,1.08
433,Russell Shepard,TAM,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,63.0,15.75,0.0,10.0,10.3,8.3,,170,,0.62
434,Bryan Walters,SEA,WR,27,13,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-2.5,-2.0,0.0,13.5,7.4,70.2,9.5,0.0,14.8,11.5,8.5,,171,,0.92
435,Brock Osweiler,DEN,QB,24,4,0.0,16.0,40.0,208.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,6.1,6.1,,57,,1.5
436,Blaine Gabbert,SFO,QB,25,1,0.0,48.0,112.0,608.0,16.0,0.0,16.0,80.0,5.0,0.0,0.0,0.0,0.0,,0.0,96.0,6.0,6.0,,58,,6.0
437,Garrett Celek,SFO,TE,26,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.7,10.7,282.7,26.5,0.0,37.3,7.3,6.3,,76,,2.33
438,James Hanna,DAL,TE,25,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,48.0,12.0,0.0,9.0,8.8,6.8,,77,,0.56
439,Kris Durham,TEN,WR,26,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,44.0,24.0,216.0,9.0,0.0,44.0,11.4,8.4,,172,,2.75
440,James Develin,NWE,RB,26,16,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.67,0.0,8.0,6.0,43.0,7.17,0.0,11.0,10.8,7.8,,133,,0.69
441,Trey Watts,STL,RB,23,14,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.3,4.29,0.0,4.6,3.4,20.6,6.0,0.0,9.1,7.8,6.3,,134,,0.57
442,Marquise Goodwin,BUF,WR,24,10,0.0,0.0,0.0,0.0,0.0,0.0,4.8,12.8,2.67,0.0,14.4,1.6,67.2,42.0,0.0,9.6,6.0,5.5,,173,,0.6
443,Kevin Ogletree,NYG,WR,27,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.6,11.4,114.3,10.0,0.0,22.9,10.0,7.5,,174,,1.43
444,Andre Caldwell,DEN,WR,29,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,5.0,47.0,9.4,0.0,10.0,9.7,7.2,,175,,0.62
445,Jeff Maehl,PHI,WR,25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,10.0,92.0,9.2,0.0,20.0,9.6,7.1,,176,,1.25
446,Frankie Hammond,KAN,WR,24,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,4.0,45.0,11.25,0.0,9.0,8.5,6.5,,178,,0.56
447,Seyi Ajirotutu,SDG,WR,27,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,4.0,45.0,11.25,0.0,9.0,8.5,6.5,,177,,0.56
448,Matt McGloin,OAK,QB,25,1,0.0,192.0,304.0,2064.0,16.0,32.0,32.0,48.0,1.5,0.0,0.0,0.0,0.0,,0.0,80.0,7.5,7.5,,59,,5.0
449,Michael Hoomanawanui,NWE,TE,26,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,44.0,14.67,0.0,7.0,7.4,5.9,,78,,0.44
450,Brandon Williams,CAR,TE,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.1,4.6,50.3,11.0,0.0,9.1,8.4,6.4,,79,,0.57
451,Troy Niklas,ARI,TE,22,7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.9,6.9,86.9,12.67,0.0,16.0,6.8,5.3,,80,,1.0
452,Tyler Eifert,CIN,TE,24,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,48.0,592.0,12.33,0.0,112.0,6.7,5.2,,81,,7.0
453,Michael Cox,NYG,RB,26,4,0.0,0.0,0.0,0.0,0.0,0.0,16.0,132.0,8.25,0.0,12.0,8.0,36.0,4.5,0.0,24.0,6.2,5.2,,135,,1.5
454,Will Johnson,PIT,RB,25,16,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,6.0,41.0,6.83,0.0,10.0,10.1,7.1,,136,,0.62
455,Fitzgerald Toussaint,BAL,RB,24,4,0.0,0.0,0.0,0.0,0.0,0.0,24.0,48.0,2.0,0.0,24.0,12.0,108.0,9.0,0.0,28.0,6.9,5.4,,137,,1.75
456,Quinton Patton,SFO,WR,24,4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,20.0,0.0,32.0,12.0,176.0,14.67,0.0,28.0,8.4,5.9,,179,,1.75
457,Luke Stocker,TAM,WR,26,13,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.5,8.6,50.5,5.86,0.0,13.5,11.1,7.6,,180,,0.85
458,Aaron Dobson,NWE,WR,23,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,12.0,152.0,12.67,0.0,28.0,6.8,5.3,,181,,1.75
459,Jerrel Jernigan,NYG,WR,25,2,1.0,0.0,0.0,0.0,0.0,0.0,8.0,-16.0,-2.0,0.0,72.0,48.0,320.0,6.67,0.0,80.0,9.8,6.8,,182,,5.0
460,Ace Sanders,JAX,WR,23,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.3,8.0,73.3,9.17,0.0,13.3,10.5,6.5,,183,,0.83
461,Connor Shaw,CLE,QB,23,1,1.0,224.0,448.0,2832.0,0.0,16.0,112.0,144.0,1.29,0.0,0.0,0.0,0.0,,0.0,64.0,6.0,5.0,,60,,4.0
462,Phillip Supernaw,2TM,TE,24,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,60.0,10.0,0.0,12.0,6.0,4.5,,82,,0.75
463,Craig Stevens,TEN,TE,30,5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.4,6.4,83.2,13.0,0.0,16.0,4.6,3.6,,83,,1.0
464,Tommy Bohanon,NYJ,RB,24,4,2.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,3.0,0.0,8.0,8.0,120.0,15.0,0.0,20.0,5.3,4.3,,138,,1.25
465,Mike James,TAM,RB,23,11,0.0,0.0,0.0,0.0,0.0,0.0,27.6,53.8,1.95,0.0,1.5,1.5,-7.3,-5.0,0.0,5.8,4.2,3.7,,139,,0.36
466,Alfonso Smith,SFO,RB,27,6,0.0,0.0,0.0,0.0,0.0,0.0,18.7,50.7,2.71,0.0,10.7,8.0,29.3,3.67,0.0,16.0,6.0,4.5,,140,,1.0
467,Jerome Felton,MIN,RB,28,16,3.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,6.75,0.0,2.0,0.0,0.0,,0.0,3.0,8.7,8.7,,141,,0.19
468,DeVier Posey,HOU,WR,25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,16.0,480.0,30.0,0.0,64.0,4.0,3.5,,184,,4.0
469,Ryan Broyles,DET,WR,26,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,6.4,80.0,12.5,0.0,16.0,4.5,3.5,,185,,1.0
470,Taylor Thompson,TEN,TE,25,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,21.3,10.7,128.0,12.0,0.0,21.3,4.4,3.4,,84,,1.33
471,Gator Hoskins,2TM,TE,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.3,3.2,22.4,7.0,0.0,5.3,5.1,3.6,,85,,0.33
472,Kevin Brock,CIN,TE,28,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.9,5.7,24.0,4.2,0.0,8.0,7.1,4.6,,86,,0.5
473,Demetrius Harris,KAN,TE,23,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,6.0,40.0,6.67,0.0,10.0,5.0,3.5,,87,,0.62
474,Cameron Brate,TAM,TE,23,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.2,3.2,54.4,17.0,0.0,9.6,2.7,2.2,,88,,0.6
475,Jay Prosch,HOU,RB,22,16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,24.0,24.0,0.0,3.0,3.4,2.9,,142,,0.19
476,Jeremy Stewart,DEN,RB,25,6,0.0,0.0,0.0,0.0,0.0,0.0,16.0,58.7,3.67,0.0,0.0,0.0,0.0,,0.0,5.3,2.2,2.2,,143,,0.33
477,Kiero Small,CLE,,25,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,10.7,,,,144,,0.67
478,Shaun Draughn,3TM,RB,27,10,0.0,0.0,0.0,0.0,0.0,0.0,16.0,30.4,1.9,0.0,0.0,0.0,0.0,,0.0,3.2,1.9,1.9,,145,,0.2
479,Jarrett Boykin,GNB,WR,25,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.8,3.7,28.3,7.67,0.0,6.2,5.3,3.8,,186,,0.38
480,Ray Agnew,CLE,RB,23,12,9.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,1.0,0.0,12.0,4.0,20.0,5.0,0.0,6.7,4.7,3.2,,146,,0.42
481,Cody Latimer,DEN,WR,22,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,46.0,11.5,0.0,8.0,4.3,3.3,,187,,0.5
482,Josh Harris,PIT,RB,23,5,0.0,0.0,0.0,0.0,0.0,0.0,28.8,51.2,1.78,0.0,0.0,0.0,0.0,,0.0,6.4,1.6,1.6,,147,,0.4
483,Brian Leonard,NOR,RB,30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,16.0,240.0,15.0,0.0,48.0,2.5,2.0,,148,,3.0
484,Solomon Patton,2TM,WR,24,13,0.0,0.0,0.0,0.0,0.0,0.0,1.2,23.4,19.0,0.0,0.0,0.0,0.0,,0.0,2.5,1.9,1.9,,188,,0.15
485,Devin Street,DAL,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,2.0,18.0,9.0,0.0,4.0,3.8,2.8,,189,,0.25
486,Jeff Janis,GNB,WR,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.7,10.7,85.3,8.0,0.0,21.3,3.6,2.6,,190,,1.33
487,Ryan Nassib,NYG,QB,24,4,0.0,16.0,20.0,240.0,0.0,0.0,8.0,-12.0,-1.5,0.0,0.0,0.0,0.0,,0.0,8.0,2.1,2.1,,61,,0.5
488,Matt Simms,NYJ,QB,26,1,0.0,48.0,128.0,624.0,0.0,0.0,16.0,32.0,2.0,0.0,0.0,0.0,0.0,,0.0,32.0,1.8,1.8,,62,,2.0
489,Joe Webb,CAR,QB,28,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.9,2.3,36.6,16.0,0.0,6.9,2.6,2.1,,63,,0.43
490,David Ausberry,OAK,TE,27,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.7,5.3,37.3,7.0,0.0,8.0,3.4,2.4,,89,,0.5
491,Trey Burton,PHI,TE,23,15,0.0,0.0,0.0,0.0,0.0,0.0,5.3,10.7,2.0,0.0,0.0,0.0,0.0,,0.0,1.1,1.0,1.0,,90,,0.07
492,Vance McDonald,SFO,TE,24,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,4.0,60.0,15.0,0.0,6.0,4.0,2.0,,91,,0.38
493,Marcel Jensen,JAX,TE,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,16.0,128.0,8.0,0.0,32.0,1.8,1.3,,92,,2.0
494,Henry Hynoski,NYG,RB,26,16,4.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,1.86,0.0,0.0,0.0,0.0,,0.0,1.0,1.3,1.3,,149,,0.06
495,Antonio Andrews,TEN,RB,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,8.0,44.0,5.5,0.0,12.0,3.1,2.1,,150,,0.75
496,LaMichael James,2TM,RB,25,3,0.0,0.0,0.0,0.0,0.0,0.0,26.7,48.0,1.8,0.0,5.3,0.0,0.0,,0.0,5.3,0.9,0.9,,151,,0.33
497,Damian Williams,2TM,WR,26,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.3,5.3,74.7,14.0,0.0,10.7,2.4,1.9,,191,,0.67
498,Tavarres King,TAM,WR,24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,24.0,16.0,104.0,6.5,0.0,24.0,3.3,2.3,,192,,1.5
499,Darrius Heyward-Bey,PIT,WR,27,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,33.0,11.0,0.0,4.0,5.3,2.8,,193,,0.25
500,Will Tukuafu,SEA,RB,30,9,2.0,0.0,0.0,0.0,0.0,0.0,1.8,3.6,2.0,0.0,3.6,1.8,7.1,4.0,0.0,3.6,1.6,1.1,,152,,0.22
501,Brad Smith,PHI,WR,31,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.7,1.2,13.5,11.0,0.0,2.5,2.1,1.6,,194,,0.15
502,Courtney Roby,ATL,WR,31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,44.0,11.0,0.0,8.0,2.1,1.6,,195,,0.5
503,Micheal Spurlock,CHI,WR,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,48.0,16.0,128.0,8.0,0.0,32.0,1.8,1.3,,196,,2.0
504,Josh Cribbs,IND,WR,31,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7,2.7,21.3,8.0,0.0,5.3,1.8,1.3,,197,,0.33
505,Aldrick Robinson,2TM,WR,26,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2.3,13.7,6.0,0.0,4.6,1.6,1.1,,198,,0.29
506,Jason Campbell,CIN,QB,33,4,0.0,44.0,76.0,296.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.1,1.1,,64,,0.25
507,Matt Moore,MIA,QB,30,2,0.0,16.0,32.0,168.0,0.0,0.0,16.0,-16.0,-1.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.6,0.6,,65,,0.5
508,T.J. Yates,ATL,QB,27,1,0.0,48.0,64.0,1024.0,0.0,16.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,16.0,1.6,1.6,,66,,1.0
509,Chris Williams,CHI,WR,27,6,6.0,0.0,0.0,0.0,0.0,0.0,2.7,-21.3,-8.0,0.0,,0.0,0.0,,0.0,-2.7,5.2,5.2,,223,,-0.17
510,Pat O'Donnell,CHI,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.0,-12.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-1.2,-1.2,,224,,-0.06
511,Jalen Saunders,4TM,WR,22,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.1,1.1,7.5,7.0,0.0,0.0,0.7,-0.8,,225,,0.0
512,Tauren Poole,3TM,RB,25,3,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-10.7,-1.0,-2.0,,165,,-0.67
513,Isaiah Burse,DEN,,23,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,,0.0,-2.7,-1.0,-2.0,,227,,-0.17
514,Walt Powell,NYJ,,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,-8.0,-1.0,-2.0,,226,,-0.5
515,Matt Flynn,GNB,QB,29,7,0.0,18.3,36.6,150.9,0.0,2.3,22.9,-22.9,-1.0,0.0,0.0,0.0,0.0,,0.0,-4.6,-0.4,-1.4,,75,,-0.29
516,Matt Schaub,OAK,QB,33,11,0.0,7.3,14.5,82.9,0.0,2.9,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,-5.8,-0.7,-1.7,,76,,-0.36
517,Richie Brockel,CAR,,28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,1,76.0,0.0
518,Zach Line,MIN,,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,2,,0.0
519,David Johnson,SDG,TE,27,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.1,4.6,4.0,0.0,1.1,1.4,0.9,,93,,0.07
520,Clark Harris,CIN,,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,106,,0.0
521,Keavon Milton,SEA,,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,101,,0.0
522,Weslye Saunders,IND,,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,97,,0.0
523,Jordan Thompson,DET,,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,,,,103,,0.0
524,Matthew Mulligan,2TM,,29,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,111,,0.0
525,Asante Cleveland,SFO,,22,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.7,0.0,0.0,,0.0,0.0,,,,107,,0.0
526,Mickey Shuler,JAX,,28,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,0.0,0.0,,0.0,0.0,,,,112,,0.0
527,Blake Annen,CHI,,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,95,,0.0
528,Mike Leach,ARI,,38,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,96,,0.0
529,Evan Rodriguez,TAM,,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,99,,0.0
530,Chris Pantale,NYJ,,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,98,,0.0
531,Rashaun Allen,SEA,,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,108,,0.0
532,Anthony Denham,HOU,,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,104,,0.0
533,Richard Gordon,2TM,,27,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.2,0.0,0.0,,0.0,0.0,,,,100,,0.0
534,Dominique Jones,DEN,,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,102,,0.0
535,Kellen Davis,DET,,29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,0.0,,0.0,0.0,,,,94,,0.0
536,Alex Bayer,STL,,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,105,,0.0
537,Ryan Taylor,3TM,,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,110,,0.0
538,Alex Smith,CIN,,32,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,113,,0.0
539,Nate Solder,NWE,,26,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,109,,0.0
540,Edwin Baker,NOR,RB,23,3,0.0,0.0,0.0,0.0,0.0,0.0,5.3,10.7,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.2,0.2,,153,,0.0
541,Tyler Clutts,DAL,RB,30,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.1,0.6,,154,,0.06
542,Michael Hill,IND,,25,0,,,,,,,,,,,,,,,,,,,,157,,
543,Jalen Parmele,ARI,RB,29,1,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,160,,0.0
544,Onterio McCalebb,CIN,,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,161,,0.0
545,Allen Bradford,SEA,,26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,156,,0.0
546,Jerome Smith,ATL,,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,162,,0.0
547,Montell Owens,2TM,,30,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,155,,0.0
548,Glenn Winston,CLE,,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,159,,0.0
549,Phillip Tanner,SFO,,26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,158,,0.0
550,Tony Fiammetta,CHI,,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,,,,163,,0.0
